ID,gender,age,registration,belong_to_cooperative,county,subcounty,ward,trainer,first_training_date,topics_list,num_trainings_30d,num_trainings_60d,num_total_trainings,num_repeat_trainings,days_to_second_training,num_unique_trainers,adopted_within_07_days,has_second_training
ID_U0BIX2,Female,Below 35,Ussd,0,Siaya,Gem,Central Gem,trainer_name_8,2024-12-04,"['Dairy Health Management,Diseases In Dairy Farming,Poultry Health Management']",1.0,1.0,1,0,,1,0,0
ID_4FQRPS,Male,Above 35,Manual,1,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_5,2024-12-16,"['Poultry Health Management', 'Poultry Health Management']",2.0,2.0,2,1,0.0,1,0,1
ID_W7W2YZ,Female,Above 35,Ussd,0,Bungoma,Bumula,Siboti,trainer_name_2,2024-12-06,"['Herd. Health. Management,Poultry Health Management. Practices']",1.0,1.0,1,0,,1,1,0
ID_4YYO1R,Female,Above 35,Ussd,1,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_5,2024-12-08,"['Dairy Health Management,Diseases In Dairy Farming,Poultry Health Management', 'Diseases In Dairy Farming', 'Dairy Health Management', 'Poultry Health Management']",4.0,4.0,4,3,0.0,1,0,1
ID_JWRTHM,Female,Above 35,Ussd,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-12-17,"['Importance Of Mineral Supplementation', 'Poultry Health With Biodeal']",2.0,2.0,2,1,0.0,1,0,1
ID_JDUP4P,Female,Above 35,Manual,0,Machakos,Kangundo,Kangundo East,trainer_name_3,2024-12-13,"['Sheep And Goat Rearing', 'Herd. Health. Management', 'Herd Health. Management', 'Sheep & Goats Management', 'Pest And Disease Management In Maize And Beans']",2.0,2.0,5,4,0.0,1,0,1
ID_5Y7WQT,Male,Above 35,Ussd,1,Siaya,Alego Usonga,West Alego,trainer_name_8,2024-12-05,"['Dairy Health Management,Diseases In Dairy Farming,Poultry Health Management']",1.0,1.0,1,0,,1,0,0
ID_4DIQ2U,Female,Above 35,Manual,0,Machakos,Matungulu,Matungulu North,trainer_name_3,2024-12-12,"['Sheep And Goat Rearing', 'Poultry Health Management. Practices']",2.0,2.0,2,1,0.0,1,0,1
ID_8PYFYB,Female,Above 35,Manual,1,Nandi,Mosop,Ndalat,trainer_name_5,2024-12-10,"['Dairy Health Management,Diseases In Dairy Farming,Poultry Health Management', 'Diseases In Dairy Farming', 'Poultry Health Management', 'Dairy Health Management']",4.0,4.0,4,3,0.0,1,1,1
ID_B2TMUS,Female,Above 35,Ussd,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-12-07,"['Herd. Health. Management', 'Importance Of Mineral Supplementation', 'Poultry Health With Biodeal', 'Pest And Disease Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Importance Of Vaccinations And Record']",3.0,3.0,6,5,7.0,1,0,1
ID_RDJ24J,Female,Above 35,Manual,1,Nandi,Mosop,Ndalat,trainer_name_5,2024-12-10,"['Dairy Health Management,Diseases In Dairy Farming,Poultry Health Management', 'Poultry Health Management', 'Diseases In Dairy Farming', 'Dairy Health Management']",4.0,4.0,4,3,0.0,1,0,1
ID_I0X5O5,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-12-06,['Herd. Health. Management'],1.0,1.0,1,0,,1,0,0
ID_9S1MU2,Male,Above 35,Ussd,0,Bungoma,Bumula,Siboti,trainer_name_2,2024-12-06,"['Herd. Health. Management,Poultry Health Management. Practices']",1.0,1.0,1,0,,1,1,0
ID_J7O1T6,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-12-09,"['Herd. Health. Management,Poultry Health Management. Practices']",1.0,1.0,1,0,,1,0,0
ID_279QBO,Female,Above 35,Ussd,0,Siaya,Gem,Central Gem,trainer_name_8,2024-12-04,"['Dairy Health Management,Diseases In Dairy Farming,Poultry Health Management']",1.0,1.0,1,0,,1,0,0
ID_FQD23Z,Female,Above 35,Manual,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-12-12,"['Herd. Health. Management', 'Importance Of Mineral Supplementation', 'Poultry Health With Biodeal']",3.0,3.0,3,2,0.0,1,0,1
ID_9TC3A0,Female,Above 35,Manual,0,Machakos,Kangundo,Kangundo Central,trainer_name_3,2024-12-12,"['Poultry Health Management. Practices', 'Sheep And Goat Rearing']",2.0,2.0,2,1,0.0,1,0,1
ID_HOHBBS,Male,Above 35,Manual,1,Nandi,Mosop,Ndalat,trainer_name_5,2024-12-10,"['Dairy Health Management,Diseases In Dairy Farming,Poultry Health Management', 'Poultry Health Management', 'Diseases In Dairy Farming', 'Dairy Health Management']",4.0,4.0,4,3,0.0,1,0,1
ID_9I9IW8,Female,Above 35,Manual,0,Siaya,Gem,Central Gem,trainer_name_8,2024-12-04,"['Dairy Health Management,Diseases In Dairy Farming,Poultry Health Management']",1.0,1.0,1,0,,1,0,0
ID_OS6KDN,Female,Above 35,Manual,0,Machakos,Kangundo,Kangundo East,trainer_name_3,2024-12-13,"['Sheep And Goat Rearing', 'Herd. Health. Management', 'Poultry Health Management. Practices', 'Sheep & Goats Management', 'Herd Health. Management', 'Pest And Disease Management In Maize And Beans', 'Weed Management In Maize And Beans']",3.0,3.0,7,6,0.0,1,0,1
ID_GDJG9P,Male,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-12-09,"['Herd. Health. Management,Poultry Health Management. Practices']",1.0,1.0,1,0,,1,1,0
ID_17R831,Male,Below 35,Ussd,0,Bungoma,Bumula,Siboti,trainer_name_2,2024-12-06,"['Herd. Health. Management,Poultry Health Management. Practices']",1.0,1.0,1,0,,1,1,0
ID_JREL0G,Female,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-12-09,"['Poultry Health Management. Practices', 'Importance Of Mineral Supplementation']",2.0,2.0,2,1,0.0,1,0,1
ID_4PVNDX,Female,Above 35,Manual,0,Machakos,Matungulu,Matungulu North,trainer_name_3,2024-12-12,"['Sheep And Goat Rearing', 'Herd. Health. Management', 'Poultry Health Mngt', 'Weed Management In Crop', 'Pest And Disease Management In Crops']",2.0,3.0,5,4,0.0,1,0,1
ID_SQPNMR,Female,Above 35,Manual,1,Nandi,Mosop,Ndalat,trainer_name_5,2024-12-06,"['Dairy Health Management,Diseases In Dairy Farming,Poultry Health Management', 'Poultry Health Management', 'Diseases In Dairy Farming', 'Dairy Health Management']",4.0,4.0,4,3,0.0,1,0,1
ID_8694JG,Female,Above 35,Manual,0,Kiambu,Kikuyu,Kikuyu,trainer_name_7,2024-12-05,"['Dairy And Poultry Nutrition With Pembe Feeds', 'Mama Silage Bags']",2.0,2.0,2,1,0.0,1,0,1
ID_WQGO2H,Male,Above 35,Manual,1,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_5,2024-12-16,"['Poultry Health Management', 'Poultry Health Management']",2.0,2.0,2,1,0.0,1,0,1
ID_7PWP01,Male,Below 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-12-09,"['Herd. Health. Management,Poultry Health Management. Practices']",1.0,1.0,1,0,,1,1,0
ID_WJYUYY,Female,Above 35,Ussd,1,Nandi,Mosop,Ndalat,trainer_name_5,2024-12-17,"['Dairy Health Management,Dairy Nutrition With Tyari,Diseases In Dairy Farming,Importance Of Vaccinations And Record,Livestock Management Practices,Pest And Diseases At Harvesting Stage,Poultry Feeding With Tyari,Poultry Health Management,Successfull Breeding With Crv', 'Diseases In Dairy Farming', 'Poultry Health Management', 'Dairy Health Management', 'Dairy Nutrition With Tyari', 'Poultry Feeding With Tyari', 'Importance Of Vaccinations And Record', 'Successfull Breeding With Crv', 'Pest And Diseases At Harvesting Stage', 'Livestock Management Practices']",4.0,6.0,10,9,0.0,1,1,1
ID_ESWUGP,Female,Above 35,Manual,0,Kiambu,Kikuyu,Kikuyu,trainer_name_7,2024-12-05,"['Dairy And Poultry Nutrition With Pembe Feeds', 'Mama Silage Bags']",2.0,2.0,2,1,0.0,1,0,1
ID_HM41ME,Female,Above 35,Ussd,0,Siaya,Gem,Central Gem,trainer_name_8,2024-12-04,"['Dairy Health Management,Diseases In Dairy Farming,Poultry Health Management']",1.0,1.0,1,0,,1,0,0
ID_1N2T1K,Female,Below 35,Ussd,0,Siaya,Gem,Central Gem,trainer_name_8,2024-12-04,"['Dairy Health Management,Diseases In Dairy Farming,Poultry Health Management']",1.0,1.0,1,0,,1,0,0
ID_DXORUA,Female,Below 35,Ussd,0,Siaya,Gem,Central Gem,trainer_name_8,2024-12-04,"['Dairy Health Management,Diseases In Dairy Farming,Poultry Health Management']",1.0,1.0,1,0,,1,0,0
ID_SJVYY2,Female,Above 35,Manual,0,Machakos,Kangundo,Kangundo Central,trainer_name_3,2024-12-14,['Poultry Health Management. Practices'],1.0,1.0,1,0,,1,0,0
ID_3D7TSN,Female,Above 35,Ussd,1,Nandi,Mosop,Ndalat,trainer_name_5,2024-12-17,"['Asili Fertilizer (Organic),Benefits Of Sistema Biogas,Dairy Health Management,Dairy Nutrition With Tyari,Diseases In Dairy Farming,General Livestock Management,Harvesting & Post-Harvest Handling.,Importance Of Choosing The Right Seed Variety,Livestock Management Practices,Pest And Disease Management In Maize And Beans,Pest And Diseases At Harvesting Stage,Poultry And Dairy Feeding With Tyari Feeds,Poultry Feeding With Tyari,Poultry Health Management,Weed Management In Maize And Beans', 'Asili Fertilizer (Organic),Benefits Of Sistema Biogas,Dairy Health Management,Dairy Nutrition With Tyari,Diseases In Dairy Farming,General Livestock Management,Harvesting & Post-Harvest Handling.,Importance Of Choosing The Right Seed Variety,Livestock Management Practices,Pest And Disease Management In Maize And Beans,Pest And Diseases At Harvesting Stage,Poultry And Dairy Feeding With Tyari Feeds,Poultry Feeding With Tyari,Poultry Health Management,Weed Management In Maize And Beans', 'Asili Fertilizer (Organic),Benefits Of Sistema Biogas,Dairy Health Management,Dairy Nutrition With Tyari,Diseases In Dairy Farming,General Livestock Management,Harvesting & Post-Harvest Handling.,Importance Of Choosing The Right Seed Variety,Livestock Management Practices,Pest And Disease Management In Maize And Beans,Pest And Diseases At Harvesting Stage,Poultry And Dairy Feeding With Tyari Feeds,Poultry Feeding With Tyari,Poultry Health Management,Weed Management In Maize And Beans', 'Diseases In Dairy Farming', 'Diseases In Dairy Farming', 'Diseases In Dairy Farming', 'Poultry Health Management', 'Poultry Health Management', 'Poultry Health Management', 'Dairy Health Management', 'Dairy Health Management', 'Dairy Health Management', 'Dairy Nutrition With Tyari', 'Dairy Nutrition With Tyari', 'Dairy Nutrition With Tyari', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Importance Of Choosing The Right Seed Variety', 'Importance Of Choosing The Right Seed Variety', 'Importance Of Choosing The Right Seed Variety', 'Asili Fertilizer (Organic)', 'Asili Fertilizer (Organic)', 'Asili Fertilizer (Organic)', 'Poultry And Dairy Feeding With Tyari Feeds', 'Poultry And Dairy Feeding With Tyari Feeds', 'Poultry And Dairy Feeding With Tyari Feeds', 'Weed Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Pest And Disease Management In Maize And Beans', 'Pest And Disease Management In Maize And Beans', 'Pest And Disease Management In Maize And Beans', 'Livestock Management Practices', 'Livestock Management Practices', 'Livestock Management Practices', 'Pest And Diseases At Harvesting Stage', 'Pest And Diseases At Harvesting Stage', 'Pest And Diseases At Harvesting Stage', 'General Livestock Management', 'General Livestock Management', 'General Livestock Management', 'Harvesting & Post-Harvest Handling.', 'Harvesting & Post-Harvest Handling.', 'Harvesting & Post-Harvest Handling.', 'Benefits Of Sistema Biogas', 'Benefits Of Sistema Biogas', 'Benefits Of Sistema Biogas']",12.0,18.0,48,47,0.0,1,1,1
ID_VGXYQ6,Female,Above 35,Manual,0,Machakos,Kangundo,Kangundo Central,trainer_name_3,2024-12-07,"['Sheep And Goat Rearing', 'Herd. Health. Management', 'Poultry Health Management. Practices']",3.0,3.0,3,2,1.0,1,0,1
ID_Z1HFGV,Female,Above 35,Manual,0,Machakos,Kangundo,Kangundo East,trainer_name_3,2024-12-13,"['Sheep And Goat Rearing', 'Herd. Health. Management', 'Poultry Health Management. Practices', 'Sheep & Goats Management', 'Herd Health. Management', 'Benfits Of Sistema Biogas']",3.0,3.0,6,5,0.0,1,0,1
ID_RKDNNZ,Female,Above 35,Manual,0,Siaya,Gem,Central Gem,trainer_name_8,2024-12-04,"['Dairy Health Management,Diseases In Dairy Farming,Poultry Health Management']",1.0,1.0,1,0,,1,0,0
ID_63GDF3,Female,Above 35,Ussd,1,Nandi,Mosop,Ndalat,trainer_name_5,2024-12-17,"['Asili Fertilizer (Organic),Benefits Of Sistema Biogas,Dairy Health Management,Diseases In Dairy Farming,General Livestock Management,Harvesting & Post-Harvest Handling.,Importance Of Choosing The Right Seed Variety,Importance Of Vaccinations And Record,Livestock Management Practices,Pest And Disease Management In Maize And Beans,Pest And Diseases At Harvesting Stage,Poultry And Dairy Feeding With Tyari Feeds,Poultry Feeding With Tyari,Poultry Health Management,Successfull Breeding With Crv,Weed Management In Maize And Beans', 'Asili Fertilizer (Organic),Benefits Of Sistema Biogas,Dairy Health Management,Diseases In Dairy Farming,General Livestock Management,Harvesting & Post-Harvest Handling.,Importance Of Choosing The Right Seed Variety,Importance Of Vaccinations And Record,Livestock Management Practices,Pest And Disease Management In Maize And Beans,Pest And Diseases At Harvesting Stage,Poultry And Dairy Feeding With Tyari Feeds,Poultry Feeding With Tyari,Poultry Health Management,Successfull Breeding With Crv,Weed Management In Maize And Beans', 'Asili Fertilizer (Organic),Benefits Of Sistema Biogas,Dairy Health Management,Diseases In Dairy Farming,General Livestock Management,Harvesting & Post-Harvest Handling.,Importance Of Choosing The Right Seed Variety,Importance Of Vaccinations And Record,Livestock Management Practices,Pest And Disease Management In Maize And Beans,Pest And Diseases At Harvesting Stage,Poultry And Dairy Feeding With Tyari Feeds,Poultry Feeding With Tyari,Poultry Health Management,Successfull Breeding With Crv,Weed Management In Maize And Beans', 'Diseases In Dairy Farming', 'Diseases In Dairy Farming', 'Diseases In Dairy Farming', 'Poultry Health Management', 'Poultry Health Management', 'Poultry Health Management', 'Dairy Health Management', 'Dairy Health Management', 'Dairy Health Management', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Importance Of Choosing The Right Seed Variety', 'Importance Of Choosing The Right Seed Variety', 'Importance Of Choosing The Right Seed Variety', 'Asili Fertilizer (Organic)', 'Asili Fertilizer (Organic)', 'Asili Fertilizer (Organic)', 'Poultry And Dairy Feeding With Tyari Feeds', 'Poultry And Dairy Feeding With Tyari Feeds', 'Poultry And Dairy Feeding With Tyari Feeds', 'Importance Of Vaccinations And Record', 'Importance Of Vaccinations And Record', 'Importance Of Vaccinations And Record', 'Pest And Disease Management In Maize And Beans', 'Pest And Disease Management In Maize And Beans', 'Pest And Disease Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Successfull Breeding With Crv', 'Successfull Breeding With Crv', 'Successfull Breeding With Crv', 'Livestock Management Practices', 'Livestock Management Practices', 'Livestock Management Practices', 'Pest And Diseases At Harvesting Stage', 'Pest And Diseases At Harvesting Stage', 'Pest And Diseases At Harvesting Stage', 'General Livestock Management', 'General Livestock Management', 'General Livestock Management', 'Harvesting & Post-Harvest Handling.', 'Harvesting & Post-Harvest Handling.', 'Harvesting & Post-Harvest Handling.', 'Benefits Of Sistema Biogas', 'Benefits Of Sistema Biogas', 'Benefits Of Sistema Biogas']",12.0,15.0,51,50,0.0,1,1,1
ID_QCX233,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-12-09,"['Herd. Health. Management,Poultry Health Management. Practices']",1.0,1.0,1,0,,1,1,0
ID_8SXD0R,Male,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-12-09,"['Herd. Health. Management,Poultry Health Management. Practices']",1.0,1.0,1,0,,1,1,0
ID_1296GY,Male,Above 35,Ussd,0,Siaya,Gem,Central Gem,trainer_name_8,2024-12-04,"['Dairy Health Management,Diseases In Dairy Farming,Poultry Health Management']",1.0,1.0,1,0,,1,0,0
ID_3CI1WA,Female,Below 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-12-06,['Herd. Health. Management'],1.0,1.0,1,0,,1,0,0
ID_N6RQFT,Male,Below 35,Ussd,0,Bungoma,Bumula,Bumula,trainer_name_2,2024-12-05,['Herd. Health. Management'],1.0,1.0,1,0,,1,1,0
ID_74GBKR,Male,Below 35,Ussd,1,Bungoma,Bumula,Siboti,trainer_name_2,2024-12-06,"['Herd. Health. Management,Poultry Health Management. Practices']",1.0,1.0,1,0,,1,1,0
ID_5K90TF,Female,Above 35,Manual,1,Nandi,Mosop,Ndalat,trainer_name_5,2024-12-11,"['Dairy Health Management', 'Dairy Health Management']",2.0,2.0,2,1,0.0,1,0,1
ID_LYN71U,Female,Above 35,Manual,0,Machakos,Kangundo,Kangundo Central,trainer_name_3,2024-12-14,"['Herd. Health. Management', 'Poultry Health Management. Practices', 'Asili Fertilizer (Organic)', 'Animal Management Practices', 'Poultry And Dairy Feeding With Tyari Feeds']",2.0,2.0,5,4,0.0,1,0,1
ID_YGOA3X,Male,Above 35,Ussd,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-12-14,"['Importance Of Mineral Supplementation', 'Herd. Health. Management', 'Poultry Health With Biodeal']",3.0,3.0,3,2,0.0,1,0,1
ID_U8MLVV,Female,Above 35,Ussd,0,Siaya,Gem,Central Gem,trainer_name_8,2024-12-04,"['Dairy Health Management,Diseases In Dairy Farming,Poultry Health Management']",1.0,1.0,1,0,,1,0,0
ID_8OD6EX,Female,Above 35,Manual,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-12-15,['Herd. Health. Management'],1.0,1.0,1,0,,1,0,0
ID_KMN0KK,Female,Above 35,Ussd,1,Nandi,Mosop,Ndalat,trainer_name_5,2024-12-06,"['Dairy Health Management,Dairy Nutrition With Tyari,Diseases In Dairy Farming,Poultry Feeding With Tyari,Poultry Health Management', 'Poultry Health Management', 'Diseases In Dairy Farming', 'Dairy Health Management', 'Dairy Nutrition With Tyari', 'Poultry Feeding With Tyari']",4.0,4.0,6,5,0.0,1,1,1
ID_SLIXUI,Female,Above 35,Ussd,1,Nandi,Mosop,Ndalat,trainer_name_5,2024-12-13,"['Dairy Health Management,Diseases In Dairy Farming,Poultry Health Management', 'Dairy Health Management', 'Diseases In Dairy Farming', 'Poultry Health Management']",4.0,4.0,4,3,0.0,1,1,1
ID_MSLOKR,Female,Above 35,Manual,1,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_5,2024-12-04,"['Asili Fertilizer (Organic),Benfits Of Sistema Biogas,Dairy Health Management,Dairy Nutrition With Tyari,Diseases In Dairy Farming,How To Manage Pest And Diseases At Harvesting Stage,Importance Of Choosing The Right Seed Variety,Importance Of Vaccinations And Record,Livestock Management Practices.,Pest And Disease Management In Maize And Beans,Poultry And Dairy Feeding With Tyari Feeds,Poultry Feeding With Tyari', 'Dairy Health Management', 'Diseases In Dairy Farming', 'Poultry Feeding With Tyari', 'Dairy Nutrition With Tyari', 'Asili Fertilizer (Organic)', 'Poultry And Dairy Feeding With Tyari Feeds', 'Importance Of Choosing The Right Seed Variety', 'Pest And Disease Management In Maize And Beans', 'Importance Of Vaccinations And Record', 'Benfits Of Sistema Biogas', 'How To Manage Pest And Diseases At Harvesting Stage', 'Livestock Management Practices.']",3.0,3.0,13,12,0.0,1,1,1
ID_LMJL6R,Male,Above 35,Ussd,0,Siaya,Gem,Yala Township,trainer_name_8,2024-12-02,"['Dairy Health Management,Diseases In Dairy Farming,Poultry Health Management']",1.0,1.0,1,0,,1,0,0
ID_XA6Y0U,Female,Above 35,Manual,0,Machakos,Kangundo,Kangundo East,trainer_name_3,2024-12-13,"['Sheep And Goat Rearing', 'Herd. Health. Management', 'Poultry Health Management. Practices', 'Herd Health. Management', 'Sheep & Goats Management', 'Pest And Disease Management In Maize And Beans', 'Weed Management In Maize And Beans']",3.0,3.0,7,6,0.0,1,0,1
ID_8IKEUV,Female,Above 35,Manual,0,Machakos,Kangundo,Kangundo Central,trainer_name_3,2024-12-10,"['Poultry Health Management. Practices', 'Sheep And Goat Rearing']",2.0,2.0,2,1,1.0,1,0,1
ID_TY95EE,Female,Above 35,Manual,0,Machakos,Kangundo,Kangundo East,trainer_name_3,2024-12-13,"['Sheep And Goat Rearing', 'Herd. Health. Management', 'Poultry Health Management. Practices', 'Herd Health. Management', 'Sheep & Goats Management', 'Weed Management In Maize And Beans', 'Pest And Disease Management In Maize And Beans']",3.0,3.0,7,6,0.0,1,0,1
ID_NYH9LO,Female,Above 35,Ussd,1,Siaya,Gem,Yala Township,trainer_name_8,2024-12-02,"['Dairy Health Management,Diseases In Dairy Farming,Poultry Health Management']",1.0,1.0,1,0,,1,1,0
ID_YFO4ND,Male,Above 35,Ussd,0,Siaya,Alego Usonga,West Alego,trainer_name_8,2024-12-05,"['Dairy Health Management,Diseases In Dairy Farming,Poultry Health Management']",1.0,1.0,1,0,,1,0,0
ID_A3WXVF,Female,Above 35,Ussd,1,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_5,2024-12-04,"['Asili Fertilizer (Organic),Dairy Health Management,Dairy Nutrition With Tyari,Diseases In Dairy Farming,Importance Of Choosing The Right Seed Variety,Importance Of Vaccinations And Record,Pest And Disease Management In Maize And Beans,Poultry And Dairy Feeding With Tyari Feeds,Poultry Feeding With Tyari,Poultry Health Management', 'Asili Fertilizer (Organic),Dairy Health Management,Dairy Nutrition With Tyari,Diseases In Dairy Farming,Importance Of Choosing The Right Seed Variety,Importance Of Vaccinations And Record,Pest And Disease Management In Maize And Beans,Poultry And Dairy Feeding With Tyari Feeds,Poultry Feeding With Tyari,Poultry Health Management', 'Asili Fertilizer (Organic),Dairy Health Management,Dairy Nutrition With Tyari,Diseases In Dairy Farming,Importance Of Choosing The Right Seed Variety,Importance Of Vaccinations And Record,Pest And Disease Management In Maize And Beans,Poultry And Dairy Feeding With Tyari Feeds,Poultry Feeding With Tyari,Poultry Health Management', 'Dairy Health Management', 'Dairy Health Management', 'Dairy Health Management', 'Diseases In Dairy Farming', 'Diseases In Dairy Farming', 'Diseases In Dairy Farming', 'Poultry Health Management', 'Poultry Health Management', 'Poultry Health Management', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Dairy Nutrition With Tyari', 'Dairy Nutrition With Tyari', 'Dairy Nutrition With Tyari', 'Asili Fertilizer (Organic)', 'Asili Fertilizer (Organic)', 'Asili Fertilizer (Organic)', 'Poultry And Dairy Feeding With Tyari Feeds', 'Poultry And Dairy Feeding With Tyari Feeds', 'Poultry And Dairy Feeding With Tyari Feeds', 'Importance Of Choosing The Right Seed Variety', 'Importance Of Choosing The Right Seed Variety', 'Importance Of Choosing The Right Seed Variety', 'Pest And Disease Management In Maize And Beans', 'Pest And Disease Management In Maize And Beans', 'Pest And Disease Management In Maize And Beans', 'Importance Of Vaccinations And Record', 'Importance Of Vaccinations And Record', 'Importance Of Vaccinations And Record']",12.0,12.0,33,32,0.0,1,1,1
ID_P8DMUQ,Male,Above 35,Ussd,1,Siaya,Ugunja,Sigomere,trainer_name_8,2024-12-03,"['Dairy Health Management,Diseases In Dairy Farming,Poultry Health Management']",1.0,1.0,1,0,,1,0,0
ID_G82ASE,Female,Above 35,Manual,0,Siaya,Gem,Central Gem,trainer_name_8,2024-12-04,"['Dairy Health Management,Diseases In Dairy Farming,Poultry Health Management']",1.0,1.0,1,0,,1,0,0
ID_VQC2DM,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-12-06,['Herd. Health. Management'],1.0,1.0,1,0,,1,0,0
ID_8IPG6Z,Female,Above 35,Ussd,0,Machakos,Kangundo,Kangundo East,trainer_name_3,2024-12-13,"['Sheep And Goat Rearing', 'Poultry Health Management. Practices', 'Herd. Health. Management', 'Herd Health. Management', 'Sheep & Goats Management']",3.0,3.0,5,4,0.0,1,0,1
ID_B83GRQ,Female,Above 35,Manual,1,Nandi,Mosop,Ndalat,trainer_name_5,2024-12-13,"['Asili Fertilizer (Organic),Benefits Of Sistema Biogas,Dairy Health Management,Dairy Nutrition With Tyari,Diseases In Dairy Farming,General Livestock Management,Harvesting & Post-Harvest Handling.,Importance Of Choosing The Right Seed Variety,Livestock Management Practices,Pest And Diseases At Harvesting Stage,Poultry And Dairy Feeding With Tyari Feeds,Poultry Feeding With Tyari,Poultry Health Management', 'Poultry Health Management', 'Diseases In Dairy Farming', 'Dairy Health Management', 'Dairy Nutrition With Tyari', 'Poultry Feeding With Tyari', 'Poultry And Dairy Feeding With Tyari Feeds', 'Asili Fertilizer (Organic)', 'Importance Of Choosing The Right Seed Variety', 'Pest And Diseases At Harvesting Stage', 'Livestock Management Practices', 'Benefits Of Sistema Biogas', 'Harvesting & Post-Harvest Handling.', 'General Livestock Management']",4.0,6.0,14,13,0.0,1,1,1
ID_3MCWNU,Female,Above 35,Manual,1,Nandi,Mosop,Kabiyet,trainer_name_5,2024-12-18,"['Asili Fertilizer (Organic),Control Of External Parasites With Dominex.,Dairy Health Management,Dairy Nutrition With Tyari,Diseases In Dairy Farming,Importance Of Choosing The Right Seed Variety,Poultry And Dairy Feeding With Tyari Feeds,Poultry Feeding With Tyari,Poultry Health Management,Successfull Breeding With Crv', 'Asili Fertilizer (Organic),Control Of External Parasites With Dominex.,Dairy Health Management,Dairy Nutrition With Tyari,Diseases In Dairy Farming,Importance Of Choosing The Right Seed Variety,Poultry And Dairy Feeding With Tyari Feeds,Poultry Feeding With Tyari,Poultry Health Management,Successfull Breeding With Crv', 'Poultry Health Management', 'Poultry Health Management', 'Diseases In Dairy Farming', 'Diseases In Dairy Farming', 'Dairy Health Management', 'Dairy Health Management', 'Dairy Nutrition With Tyari', 'Dairy Nutrition With Tyari', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Asili Fertilizer (Organic)', 'Asili Fertilizer (Organic)', 'Poultry And Dairy Feeding With Tyari Feeds', 'Poultry And Dairy Feeding With Tyari Feeds', 'Importance Of Choosing The Right Seed Variety', 'Importance Of Choosing The Right Seed Variety', 'Successfull Breeding With Crv', 'Successfull Breeding With Crv', 'Control Of External Parasites With Dominex.', 'Control Of External Parasites With Dominex.']",8.0,12.0,22,21,0.0,1,1,1
ID_A321JL,Female,Above 35,Ussd,0,Kiambu,Kabete,Gitaru,trainer_name_7,2025-01-30,['Poultry Health Mngt'],1.0,1.0,1,0,,1,0,0
ID_ETEP2U,Female,Above 35,Manual,0,Kiambu,Kabete,Gitaru,trainer_name_7,2025-01-30,"['Poultry Health Mngt', 'Digital Finance With Kcb']",1.0,1.0,2,1,322.0,1,0,1
